city,date,fare,ride_id
Myersshire,4/29/2019,17.99,1127100000000.00
Myersshire,1/10/2019,45.81,7014260000000.00
Lewisland,1/30/2019,32.4,5099210000000.00
West Hannah,3/22/2019,25.86,7624910000000.00
North Richardhaven,2/18/2019,41.54,4267380000000.00
New Olivia,3/29/2019,44.12,7724470000000.00
New Shannonberg,3/19/2019,25.46,374753000000.00
Barronchester,5/5/2019,30.38,2281520000000.00
Nicolechester,2/9/2019,40.83,85473064902.00
New Raymond,3/18/2019,36.26,3151410000000.00
New Raymond,5/3/2019,48.56,9495030000000.00
Victoriaport,4/21/2019,12.13,3313120000000.00
South Teresa,1/29/2019,38.47,5746180000000.00
North Richardhaven,4/7/2019,36.32,5014290000000.00
East Aaronbury,3/19/2019,20.04,4117470000000.00
South Teresa,2/23/2019,46.02,4623130000000.00
Bethanyland,4/1/2019,38.71,8221080000000.00
Lake Scott,1/10/2019,37.96,8130670000000.00
East Marymouth,1/16/2019,46.2,1181970000000.00
North Jeffrey,2/4/2019,29.87,7909570000000.00
Rodriguezview,3/27/2019,49.65,8748960000000.00
Bethanyland,3/15/2019,37.09,6243190000000.00
East Kentstad,5/1/2019,39.29,1986610000000.00
Myersshire,1/6/2019,22.8,499304000000.00
Lake Robertside,3/5/2019,29.12,4058490000000.00
Sotoville,3/29/2019,34.97,7313960000000.00
South Brenda,4/28/2019,27.86,5857210000000.00
Port Shane,4/9/2019,27.66,4022340000000.00
Lake Omar,3/26/2019,48.26,5014090000000.00
Lake Robertside,4/30/2019,22.26,202043000000.00
Lake Robertside,3/18/2019,44.21,9839850000000.00
South Brenda,4/21/2019,17.8,3500920000000.00
North Timothy,4/6/2019,38.39,4781270000000.00
Nicolechester,4/10/2019,38.08,8122090000000.00
Port Shane,4/23/2019,42.26,8341980000000.00
New Shannonberg,4/20/2019,30.82,6829640000000.00
Veronicaberg,1/19/2019,19.28,2351080000000.00
West Hannah,1/9/2019,14.41,1044910000000.00
Port Shane,3/2/2019,14.95,2803200000000.00
Nicolechester,3/8/2019,16.35,1045800000000.00
Victoriaport,4/22/2019,16.31,6069170000000.00
New Raymond,1/5/2019,22.5,7832890000000.00
New Shannonberg,2/1/2019,34.09,8588720000000.00
East Marymouth,4/27/2019,36.11,8307460000000.00
Williamsonville,1/9/2019,48.73,6507710000000.00
East Kentstad,4/19/2019,22.42,1136560000000.00
Victoriaport,2/2/2019,25.68,8997390000000.00
New Raymond,1/2/2019,45.32,8881110000000.00
Victoriaport,4/2/2019,12.19,6988300000000.00
Barronchester,4/25/2019,36.13,2660180000000.00
Brandonfort,4/8/2019,35.64,6109530000000.00
Lewishaven,4/19/2019,21.92,7108990000000.00
Brandonfort,3/22/2019,38.66,4748540000000.00
Port Shane,3/26/2019,19.03,6010400000000.00
East Marymouth,3/21/2019,17.43,1621340000000.00
New Shannonberg,1/15/2019,35.34,7445880000000.00
New Shannonberg,5/5/2019,16.77,8389780000000.00
Lake Ann,2/14/2019,42.13,6192400000000.00
Victoriaport,3/14/2019,16.5,7106910000000.00
North Richardhaven,1/22/2019,18.45,2627730000000.00
Rodriguezview,4/20/2019,23.58,3289960000000.00
Grayville,4/6/2019,18.11,6203770000000.00
Lake Robertside,1/13/2019,28.37,5199680000000.00
West Hannah,2/1/2019,33.85,8296560000000.00
New Olivia,2/5/2019,47.15,7736820000000.00
Grayville,4/28/2019,43.22,6018910000000.00
Port Shane,3/15/2019,31.58,2552980000000.00
Myersshire,3/26/2019,28.71,2180650000000.00
Lake Ann,4/30/2019,14.56,5470770000000.00
Colemanland,4/20/2019,20.83,2981570000000.00
West Kimmouth,1/4/2019,20.69,1687210000000.00
Lake Ann,3/6/2019,13.61,1257550000000.00
Lake Scott,4/29/2019,25.75,4959510000000.00
Mezachester,3/25/2019,21.89,2294830000000.00
Brandonfort,5/2/2019,48.63,4443580000000.00
Lake Scott,3/26/2019,26.24,1980310000000.00
Veronicaberg,4/24/2019,49.45,5877630000000.00
Lewisland,1/25/2019,32.38,8332230000000.00
Lake Scott,5/7/2019,21.72,7626060000000.00
East Marymouth,4/3/2019,26.93,3384030000000.00
Sotoville,4/22/2019,46.5,7088150000000.00
North Richardhaven,3/3/2019,18.17,3252030000000.00
New Shannonberg,2/9/2019,37.52,3107910000000.00
New Raymond,5/1/2019,14.2,1535090000000.00
Brandonfort,1/2/2019,49.95,1298470000000.00
Lake Scott,1/3/2019,47.97,8024880000000.00
Nicolechester,5/2/2019,36.59,6821450000000.00
East Marymouth,5/1/2019,13.17,9052670000000.00
Myersshire,1/25/2019,35.65,3459460000000.00
Nicolechester,3/4/2019,27.67,1790410000000.00
Davidfurt,1/5/2019,31.48,1953920000000.00
Josephside,3/12/2019,29.47,1697180000000.00
Myersshire,1/2/2019,33.62,6489720000000.00
Sotoville,1/25/2019,24.13,7372160000000.00
Veronicaberg,2/2/2019,26.42,8456790000000.00
Josephside,1/18/2019,33.07,7129660000000.00
Rodriguezview,2/17/2019,22.76,2750370000000.00
Lewisland,4/8/2019,35.16,5715570000000.00
Sotoville,4/23/2019,34.87,99483095214.00
Davidfurt,1/17/2019,28.28,6647860000000.00
Mezachester,1/22/2019,40.67,1956900000000.00
Josephside,3/3/2019,17.39,1280380000000.00
Mezachester,3/18/2019,40.81,9431150000000.00
New Shannonberg,2/26/2019,16.39,1105940000000.00
East Marymouth,3/8/2019,43.79,1703170000000.00
South Brenda,1/19/2019,44.36,6108190000000.00
Colemanland,3/5/2019,13.39,8894920000000.00
New Shannonberg,5/3/2019,34.08,1767830000000.00
East Aaronbury,3/16/2019,20.59,6153020000000.00
East Aaronbury,1/27/2019,28.56,5981080000000.00
East Danielview,2/25/2019,26.33,513607000000.00
Barronchester,3/31/2019,44.24,1252890000000.00
Mezachester,4/26/2019,30.75,3181640000000.00
South Teresa,4/2/2019,23.78,295848000000.00
East Kentstad,3/24/2019,31.53,1907260000000.00
Brandonfort,3/19/2019,45.52,201086000000.00
New Shannonberg,5/7/2019,20.52,8313700000000.00
Grayville,2/19/2019,19.52,9233980000000.00
South Teresa,3/28/2019,17.5,9665110000000.00
East Marymouth,3/12/2019,38.26,5237670000000.00
Lake Robertside,4/10/2019,34.14,9363510000000.00
Colemanland,3/2/2019,36.81,116924000000.00
South Brenda,1/10/2019,47.52,3069090000000.00
Lewisland,1/28/2019,35.6,9368250000000.00
New Raymond,1/15/2019,47.01,3568110000000.00
North Richardhaven,1/1/2019,31.15,7188580000000.00
Josephside,4/17/2019,32.72,6317910000000.00
Nicolechester,4/5/2019,19.57,1109470000000.00
Veronicaberg,1/18/2019,33.04,4341350000000.00
Colemanland,2/20/2019,43.09,8700310000000.00
Lewishaven,4/20/2019,21.23,8139520000000.00
Mezachester,1/6/2019,39.83,8422380000000.00
Williamsonville,2/1/2019,38.9,1247990000000.00
Josephside,1/17/2019,35.68,4973370000000.00
New Olivia,4/17/2019,30.81,1521290000000.00
East Marymouth,1/27/2019,43.06,6911380000000.00
Lewishaven,4/27/2019,14.01,6524980000000.00
North Richardhaven,1/28/2019,21.85,3776620000000.00
New Raymond,3/8/2019,34.45,8895710000000.00
South Teresa,4/19/2019,17.27,6681700000000.00
Lake Ann,5/7/2019,24.89,7356790000000.00
West Kimmouth,1/13/2019,19.47,6504880000000.00
East Marymouth,4/12/2019,33.18,9393260000000.00
North Jeffrey,2/28/2019,31.14,6795700000000.00
Myersshire,1/26/2019,49.22,1973930000000.00
Williamsonville,1/17/2019,28.65,6114930000000.00
Victoriaport,1/20/2019,38.74,120114000000.00
West Hannah,4/19/2019,24.58,2158780000000.00
Williamsonville,2/12/2019,26.49,8222480000000.00
Lake Omar,4/6/2019,40.55,8969990000000.00
East Marymouth,4/2/2019,20,9372930000000.00
Brandonfort,4/7/2019,35.76,2965850000000.00
Lake Ann,1/15/2019,28.15,3602890000000.00
Lake Robertside,1/23/2019,46.83,3574540000000.00
Brandonfort,2/6/2019,35.41,5053220000000.00
New Olivia,3/27/2019,34.65,7345280000000.00
Veronicaberg,1/8/2019,30.66,7838730000000.00
New Shannonberg,4/20/2019,41.85,5509090000000.00
Grayville,3/14/2019,25.12,3752250000000.00
South Teresa,3/12/2019,23.46,844457000000.00
South Brenda,2/19/2019,29.37,676015000000.00
Lewisland,1/7/2019,17.57,3766610000000.00
Lake Robertside,2/5/2019,21.45,3670280000000.00
West Hannah,2/18/2019,40.22,8806340000000.00
West Kimmouth,2/8/2019,27.93,652477000000.00
East Marymouth,2/21/2019,41.21,2452240000000.00
Grayville,2/13/2019,48.59,4964950000000.00
New Olivia,3/5/2019,19.21,8459790000000.00
North Timothy,4/29/2019,29.39,6609340000000.00
East Kentstad,1/26/2019,39.19,9309350000000.00
East Danielview,4/19/2019,28.28,149456000000.00
Veronicaberg,2/5/2019,46.91,3271890000000.00
West Hannah,2/6/2019,18.33,1404490000000.00
West Hannah,2/16/2019,20.35,7960860000000.00
Port Shane,3/17/2019,20.74,7228720000000.00
East Marymouth,3/6/2019,35.95,5147280000000.00
Veronicaberg,4/25/2019,24.51,6528960000000.00
Lewisland,1/25/2019,44.61,7557980000000.00
West Kimmouth,3/16/2019,35.36,6758290000000.00
North Timothy,4/20/2019,46.24,2785450000000.00
New Olivia,1/27/2019,46.97,3200700000000.00
West Hannah,3/25/2019,40.11,4496370000000.00
Lake Ann,1/24/2019,32.31,2985170000000.00
Myersshire,3/15/2019,15.71,2813570000000.00
New Raymond,2/28/2019,17.09,4633370000000.00
South Teresa,2/12/2019,33.19,757892000000.00
North Timothy,1/22/2019,48.45,5696830000000.00
East Danielview,4/7/2019,18.98,6294120000000.00
Lake Scott,1/30/2019,48.78,1362380000000.00
Grayville,4/14/2019,49.85,9370120000000.00
South Teresa,3/25/2019,17.99,7613760000000.00
Lake Robertside,4/1/2019,28.07,1677400000000.00
Barronchester,3/2/2019,36.49,4031570000000.00
Nicolechester,5/2/2019,23.06,5828380000000.00
Lewishaven,1/15/2019,22.44,9661340000000.00
Lake Omar,2/26/2019,12.49,4144930000000.00
Victoriaport,1/23/2019,27.09,332811000000.00
Williamsonville,3/19/2019,44.85,9120220000000.00
South Brenda,1/3/2019,19.99,5348020000000.00
New Olivia,1/25/2019,39.12,7574710000000.00
New Raymond,5/3/2019,13.36,8610490000000.00
West Kimmouth,2/6/2019,13.59,8837910000000.00
West Hannah,5/5/2019,36.08,1865980000000.00
East Aaronbury,4/19/2019,29.27,7201710000000.00
Lewisland,3/10/2019,40.27,6284440000000.00
North Timothy,1/14/2019,15.06,1236750000000.00
Rodriguezview,2/15/2019,45.4,520469000000.00
North Jeffrey,3/7/2019,29.34,2592270000000.00
Josephside,2/22/2019,16.97,1757960000000.00
Grayville,1/3/2019,12.6,8663430000000.00
West Kimmouth,3/7/2019,29.43,7680300000000.00
Davidfurt,3/26/2019,28.69,5103500000000.00
South Brenda,1/16/2019,20.27,3318230000000.00
North Timothy,1/17/2019,40.87,1506044208.00
North Richardhaven,3/14/2019,13.09,5413690000000.00
New Raymond,3/17/2019,18.09,5034860000000.00
North Jeffrey,2/28/2019,46.4,7546970000000.00
Lake Scott,2/18/2019,38.47,1402630000000.00
Colemanland,1/1/2019,47.74,2215910000000.00
Lake Robertside,3/27/2019,29.07,2044760000000.00
West Hannah,1/27/2019,22.42,3204380000000.00
Bethanyland,2/11/2019,23.06,4374740000000.00
Bethanyland,5/3/2019,40.85,6700640000000.00
New Olivia,4/10/2019,30.41,7894640000000.00
North Timothy,2/25/2019,22.27,8604430000000.00
West Kimmouth,1/17/2019,24.22,8376240000000.00
Lewishaven,3/2/2019,33.22,810002000000.00
Grayville,2/18/2019,12.55,999956000000.00
East Marymouth,5/4/2019,39.07,4459300000000.00
Davidfurt,3/15/2019,48.34,2406100000000.00
Sotoville,1/1/2019,24.07,7827430000000.00
Mezachester,4/29/2019,28.43,7285300000000.00
Veronicaberg,1/20/2019,22.02,4110340000000.00
Lewishaven,1/2/2019,20.68,8843800000000.00
Josephside,3/19/2019,37.42,6758440000000.00
West Kimmouth,4/5/2019,28.07,3866900000000.00
New Raymond,3/6/2019,15.53,6118320000000.00
Barronchester,4/7/2019,21.95,9355810000000.00
South Teresa,2/24/2019,48.8,8243170000000.00
Lake Robertside,1/14/2019,21.46,2932610000000.00
Josephside,2/7/2019,15.98,6788920000000.00
West Hannah,2/17/2019,12.6,2728500000000.00
South Brenda,3/23/2019,40.53,2619640000000.00
Williamsonville,2/19/2019,22.23,1784160000000.00
New Raymond,1/7/2019,28.74,4252850000000.00
Brandonfort,1/11/2019,37.35,8701940000000.00
Colemanland,2/21/2019,30.97,4046530000000.00
South Teresa,4/19/2019,34.93,9233160000000.00
Myersshire,3/25/2019,18.16,2364250000000.00
East Danielview,3/2/2019,14.32,2106100000000.00
West Hannah,4/23/2019,47.08,6280590000000.00
Nicolechester,1/7/2019,27.44,1918360000000.00
Barronchester,2/18/2019,42.32,3493520000000.00
North Timothy,5/7/2019,26.3,4905170000000.00
East Aaronbury,4/8/2019,21.29,630561000000.00
Bethanyland,3/26/2019,24.27,7247230000000.00
East Danielview,5/3/2019,48.24,3328100000000.00
New Olivia,1/3/2019,38.31,93262977180.00
Rodriguezview,1/9/2019,29.19,38504866921.00
Victoriaport,2/27/2019,44.91,6926630000000.00
North Jeffrey,1/23/2019,27.11,6332050000000.00
New Olivia,2/6/2019,13.03,1377410000000.00
East Danielview,2/28/2019,42.71,2322330000000.00
Bethanyland,2/18/2019,38.8,9382230000000.00
Colemanland,2/1/2019,16.11,7600290000000.00
Grayville,2/26/2019,12.64,543831000000.00
Nicolechester,3/14/2019,47.93,4423380000000.00
Bethanyland,2/3/2019,22.82,9675690000000.00
Nicolechester,1/12/2019,30.79,9523380000000.00
Port Shane,4/24/2019,45.92,5388910000000.00
Brandonfort,5/3/2019,41.62,3183130000000.00
West Kimmouth,4/15/2019,27.16,8180720000000.00
Williamsonville,1/30/2019,36.81,8085670000000.00
Josephside,4/2/2019,49.33,482647000000.00
Josephside,2/17/2019,38.24,1246770000000.00
Mezachester,4/1/2019,24.4,8959520000000.00
Josephside,1/18/2019,14.75,6140370000000.00
North Richardhaven,4/4/2019,23.79,1145660000000.00
Bethanyland,2/8/2019,28.27,5518530000000.00
Lake Scott,1/24/2019,47.83,6812440000000.00
East Danielview,2/19/2019,31.72,7452530000000.00
East Aaronbury,2/24/2019,36.88,9777190000000.00
Sotoville,3/28/2019,34.03,3998850000000.00
Lewishaven,1/18/2019,32.13,2820580000000.00
Josephside,4/1/2019,23.73,6124500000000.00
Nicolechester,2/4/2019,49.21,4280430000000.00
Josephside,3/7/2019,39.17,6540970000000.00
East Kentstad,5/7/2019,38.74,41356844955.00
Colemanland,2/28/2019,35.07,8313330000000.00
Lewishaven,2/22/2019,20.35,3262610000000.00
Lake Robertside,4/2/2019,21.31,4627570000000.00
Lake Scott,3/16/2019,28.99,6200940000000.00
Josephside,5/2/2019,21.33,6697960000000.00
South Brenda,2/19/2019,45.55,1089080000000.00
Williamsonville,1/14/2019,40.72,7262120000000.00
Colemanland,2/26/2019,32.7,7015490000000.00
New Olivia,3/19/2019,33.43,2163780000000.00
Lake Robertside,3/12/2019,31.23,3347930000000.00
Rodriguezview,5/1/2019,26.92,1693860000000.00
Brandonfort,3/26/2019,19.22,8658460000000.00
Victoriaport,2/24/2019,45.66,3821430000000.00
North Richardhaven,1/20/2019,20.89,6068040000000.00
Colemanland,4/29/2019,34.77,300413000000.00
Williamsonville,4/4/2019,18.77,7554680000000.00
Barronchester,3/6/2019,46.07,4553520000000.00
Lewisland,2/27/2019,36.26,6392140000000.00
New Raymond,3/7/2019,26.55,6930530000000.00
South Brenda,1/1/2019,25.56,2613540000000.00
South Brenda,3/21/2019,49.59,3892940000000.00
North Timothy,4/14/2019,41.17,2438230000000.00
East Marymouth,5/6/2019,34.12,9215800000000.00
Barronchester,3/26/2019,30.32,1775560000000.00
Mezachester,2/16/2019,29.25,9835000000000.00
East Kentstad,4/19/2019,44.82,749760000000.00
East Marymouth,1/11/2019,12.21,56113993388.00
East Marymouth,2/4/2019,31.44,9309070000000.00
New Olivia,2/3/2019,42.89,7781150000000.00
North Jeffrey,4/9/2019,21.2,8490760000000.00
North Richardhaven,1/19/2019,41.94,4578410000000.00
Lake Scott,5/5/2019,18.48,7988530000000.00
West Kimmouth,5/1/2019,23.69,1246930000000.00
Lewisland,2/21/2019,23.3,7496380000000.00
Mezachester,1/13/2019,23.83,5270850000000.00
Williamsonville,5/7/2019,26.11,2816730000000.00
East Marymouth,4/4/2019,23.38,8033940000000.00
Veronicaberg,5/7/2019,42.48,3342190000000.00
Lewisland,3/28/2019,43.77,7963830000000.00
Lewisland,2/6/2019,33.22,5526290000000.00
Josephside,2/24/2019,40.92,175388000000.00
Bethanyland,3/17/2019,44.81,4173230000000.00
North Richardhaven,2/7/2019,12.58,1426750000000.00
West Kimmouth,3/9/2019,35.3,5038860000000.00
Lake Robertside,3/14/2019,35.79,8739160000000.00
New Shannonberg,2/18/2019,21.66,8774230000000.00
North Jeffrey,1/14/2019,25.02,4718960000000.00
Nicolechester,1/8/2019,26.16,890381000000.00
Williamsonville,3/6/2019,25.69,875561000000.00
Colemanland,4/23/2019,16.1,3625740000000.00
West Hannah,4/2/2019,33.41,305586000000.00
South Brenda,1/16/2019,47.66,4357840000000.00
Grayville,3/5/2019,14.15,3503580000000.00
Port Shane,1/28/2019,45.7,5717970000000.00
Veronicaberg,2/9/2019,26.39,1332830000000.00
North Jeffrey,2/18/2019,35.03,4480700000000.00
Nicolechester,2/10/2019,37.22,3464270000000.00
Grayville,3/20/2019,35.34,3550750000000.00
West Kimmouth,3/29/2019,34.84,1769610000000.00
New Raymond,4/8/2019,46.37,249397000000.00
West Kimmouth,1/9/2019,19.77,684129000000.00
Brandonfort,1/10/2019,40.2,9840780000000.00
Victoriaport,1/26/2019,23.94,4200320000000.00
Port Shane,4/6/2019,43.21,1914500000000.00
Brandonfort,3/13/2019,21.62,9839550000000.00
North Jeffrey,1/10/2019,33.85,8089410000000.00
New Shannonberg,4/20/2019,46.8,591725000000.00
Barronchester,3/20/2019,35.09,4842150000000.00
Josephside,4/26/2019,27.2,3027370000000.00
Rodriguezview,5/5/2019,25.19,5106540000000.00
South Teresa,3/26/2019,37.29,850175000000.00
Port Shane,1/15/2019,33.95,5355620000000.00
New Shannonberg,5/2/2019,13.08,5648100000000.00
Rodriguezview,4/24/2019,18.22,6271330000000.00
Lake Ann,2/16/2019,39.8,1712080000000.00
Myersshire,4/15/2019,32.13,6921140000000.00
Colemanland,4/22/2019,31.43,8428160000000.00
Veronicaberg,1/11/2019,31.26,8821670000000.00
Lewishaven,1/20/2019,35,5772260000000.00
South Brenda,3/4/2019,16.6,2241590000000.00
East Marymouth,1/23/2019,24.91,5999900000000.00
Rodriguezview,4/28/2019,26.61,4839790000000.00
Grayville,1/7/2019,34.62,8238370000000.00
Nicolechester,3/8/2019,31.71,5157970000000.00
Lake Scott,5/2/2019,35.54,8218970000000.00
Rodriguezview,1/12/2019,26.41,899334000000.00
South Teresa,3/1/2019,34.24,2687120000000.00
Lake Scott,1/24/2019,23.8,8229380000000.00
South Brenda,1/28/2019,30.98,5997760000000.00
South Brenda,1/5/2019,47.38,2885740000000.00
Josephside,2/3/2019,43.39,7794970000000.00
Myersshire,4/20/2019,37.15,4253080000000.00
East Danielview,1/15/2019,21.97,232480000000.00
North Timothy,2/16/2019,14.94,7964240000000.00
Sotoville,4/22/2019,31.24,947486000000.00
Grayville,1/25/2019,39.35,6105110000000.00
Myersshire,4/30/2019,41.25,5293590000000.00
Barronchester,1/9/2019,38.57,1246870000000.00
Mezachester,1/2/2019,47.07,8988360000000.00
East Marymouth,1/19/2019,29.94,388682000000.00
West Kimmouth,2/10/2019,23.35,6120960000000.00
Veronicaberg,1/31/2019,23.41,4299920000000.00
Josephside,4/10/2019,32.26,5719350000000.00
Sotoville,4/27/2019,28.84,9913970000000.00
Veronicaberg,1/18/2019,44.05,1680150000000.00
Victoriaport,3/19/2019,29.54,3049730000000.00
New Raymond,1/10/2019,49.19,7827150000000.00
West Hannah,2/13/2019,42.61,881326000000.00
East Danielview,5/2/2019,19.41,8119090000000.00
Veronicaberg,1/29/2019,48.05,5232950000000.00
Davidfurt,2/3/2019,33.84,7159300000000.00
Davidfurt,2/20/2019,46.67,2882130000000.00
South Teresa,4/25/2019,38.81,8758070000000.00
West Hannah,1/7/2019,46.64,5788570000000.00
Lake Ann,3/30/2019,23.87,5126730000000.00
Bethanyland,1/25/2019,41.85,5327290000000.00
East Danielview,2/14/2019,20.26,7527860000000.00
South Brenda,2/13/2019,31.67,7824610000000.00
Colemanland,4/16/2019,42.08,9746040000000.00
Davidfurt,4/6/2019,17.99,8578110000000.00
Bethanyland,1/28/2019,23.73,4132450000000.00
Sotoville,1/21/2019,34.06,569750000000.00
East Aaronbury,1/10/2019,23.02,9265420000000.00
Colemanland,1/11/2019,49.28,4064530000000.00
Lewishaven,4/27/2019,18.56,4919830000000.00
Lake Omar,1/17/2019,28.54,8212830000000.00
New Shannonberg,2/12/2019,15.31,9476270000000.00
North Jeffrey,2/16/2019,26.66,7469050000000.00
South Brenda,2/14/2019,16.86,5976450000000.00
North Richardhaven,2/7/2019,27.02,640777000000.00
South Brenda,4/10/2019,35.83,4342840000000.00
Grayville,1/20/2019,24.53,6947590000000.00
Victoriaport,1/15/2019,14.87,8298840000000.00
South Teresa,4/27/2019,45.77,4660930000000.00
East Marymouth,4/23/2019,33.66,8238180000000.00
Lake Omar,3/3/2019,33.97,1570560000000.00
Lake Scott,2/18/2019,47.37,2725680000000.00
Port Shane,2/16/2019,22.81,8253620000000.00
Davidfurt,4/27/2019,45.98,5455000000000.00
Lake Ann,1/10/2019,18.22,2895880000000.00
New Raymond,1/31/2019,12.87,2300620000000.00
West Hannah,3/9/2019,21.44,8328600000000.00
Port Shane,3/23/2019,18.58,3261380000000.00
Barronchester,2/4/2019,45.75,7216530000000.00
Davidfurt,2/12/2019,49.55,3639310000000.00
Grayville,5/1/2019,26.26,6822740000000.00
Lake Robertside,2/24/2019,41.57,9698930000000.00
North Richardhaven,1/16/2019,21.06,1764360000000.00
Lewisland,3/1/2019,43.77,5013470000000.00
Mezachester,2/13/2019,38.55,8133380000000.00
Sotoville,1/2/2019,44.71,9903880000000.00
Mezachester,4/19/2019,17.51,1734500000000.00
South Teresa,4/15/2019,23.06,6617190000000.00
Davidfurt,2/18/2019,17.06,2084060000000.00
Lewisland,2/18/2019,23.87,4513270000000.00
East Aaronbury,4/4/2019,16.9,7217040000000.00
Mezachester,2/17/2019,34.17,1421350000000.00
North Timothy,2/24/2019,12.86,3764660000000.00
Veronicaberg,4/23/2019,47.51,9507120000000.00
Lake Scott,3/16/2019,20.1,5406590000000.00
New Raymond,3/19/2019,28.19,3977890000000.00
Josephside,2/10/2019,35.39,8536820000000.00
East Kentstad,3/18/2019,33.83,626555000000.00
Williamsonville,4/25/2019,32.93,556442000000.00
East Kentstad,4/12/2019,17.26,8439530000000.00
New Olivia,3/22/2019,24.8,4465620000000.00
Lake Ann,2/8/2019,40.27,3079660000000.00
Lake Omar,3/29/2019,14.77,6602870000000.00
Lake Omar,1/17/2019,35.94,8675080000000.00
Josephside,2/28/2019,41.18,2441490000000.00
East Kentstad,3/4/2019,20.83,2470070000000.00
Williamsonville,3/22/2019,38.41,1339340000000.00
Bethanyland,4/30/2019,27.99,9682190000000.00
North Timothy,4/18/2019,26.98,3678360000000.00
Lake Ann,3/13/2019,45.43,335808000000.00
Mezachester,4/14/2019,15.17,8116010000000.00
New Shannonberg,4/17/2019,39.47,6598930000000.00
West Kimmouth,3/24/2019,49.96,5947900000000.00
New Raymond,2/1/2019,35.6,225010000000.00
East Danielview,5/4/2019,40.02,3640760000000.00
Brandonfort,4/19/2019,44.24,1398340000000.00
New Olivia,4/10/2019,48.31,4543210000000.00
Myersshire,2/15/2019,40.6,5023010000000.00
Davidfurt,2/1/2019,20.44,185974000000.00
Port Shane,2/16/2019,29.99,3154240000000.00
South Brenda,3/8/2019,41.85,6400430000000.00
New Shannonberg,2/26/2019,24.28,555904000000.00
Lake Scott,2/2/2019,26.45,1380580000000.00
Rodriguezview,2/19/2019,42.1,4263530000000.00
Lake Robertside,3/30/2019,16.53,30234681362.00
Veronicaberg,3/28/2019,26.01,5590780000000.00
Colemanland,2/16/2019,15.04,4027290000000.00
Myersshire,4/24/2019,26.84,389315000000.00
New Olivia,5/7/2019,15.41,4679030000000.00
Nicolechester,3/8/2019,26.12,1533900000000.00
South Brenda,4/26/2019,33.74,1472990000000.00
South Teresa,2/23/2019,26.28,7865030000000.00
North Timothy,2/19/2019,22.97,8115510000000.00
Davidfurt,2/3/2019,40.18,8116980000000.00
East Danielview,4/16/2019,42.94,7303790000000.00
Brandonfort,3/16/2019,19.23,4358700000000.00
Lake Robertside,1/23/2019,14.29,2342890000000.00
South Brenda,4/27/2019,30.28,7027000000000.00
South Teresa,1/20/2019,30.37,9592210000000.00
East Danielview,3/4/2019,17.89,7640210000000.00
New Shannonberg,5/2/2019,28.99,3407810000000.00
Barronchester,4/28/2019,39.19,9917740000000.00
Barronchester,3/19/2019,46.42,2887140000000.00
West Hannah,2/22/2019,23.36,8179600000000.00
Nicolechester,4/28/2019,34.87,5101940000000.00
Lake Robertside,2/10/2019,20.98,7334650000000.00
Colemanland,2/10/2019,35.76,8313090000000.00
Bethanyland,4/17/2019,28.68,3150940000000.00
East Marymouth,4/9/2019,29.03,8442870000000.00
Rodriguezview,4/22/2019,44.68,1139540000000.00
Colemanland,2/19/2019,23.45,1224680000000.00
Lake Omar,4/13/2019,25.61,3667790000000.00
Davidfurt,4/18/2019,47.3,8289340000000.00
Davidfurt,4/3/2019,21.29,3934290000000.00
New Raymond,3/28/2019,14.75,775063000000.00
Lake Scott,2/2/2019,17.55,3947370000000.00
Lake Scott,2/22/2019,37.51,2591850000000.00
West Kimmouth,2/2/2019,36.71,6548130000000.00
Davidfurt,5/7/2019,13.05,112652000000.00
Port Shane,3/27/2019,28.8,4399580000000.00
Lake Ann,5/2/2019,47.44,9066130000000.00
North Timothy,4/24/2019,37.71,4499080000000.00
East Marymouth,2/24/2019,27.38,5224420000000.00
Lake Robertside,1/25/2019,48.81,6513320000000.00
Josephside,2/25/2019,35.8,2851090000000.00
Lake Robertside,1/13/2019,44.66,1757340000000.00
East Marymouth,3/22/2019,14.13,6502760000000.00
South Teresa,1/13/2019,20.93,6769230000000.00
Lake Robertside,4/27/2019,28.29,9595530000000.00
Lake Robertside,4/7/2019,46.5,5127950000000.00
Lake Omar,1/3/2019,14.61,7117230000000.00
Bethanyland,3/23/2019,40.07,635881000000.00
West Kimmouth,4/29/2019,31.59,8390230000000.00
Lewisland,2/11/2019,30.56,5326770000000.00
Barronchester,4/2/2019,28.55,9112680000000.00
Mezachester,5/7/2019,44.87,6587870000000.00
Rodriguezview,4/7/2019,13.71,4666120000000.00
Lewishaven,4/12/2019,49.15,6411390000000.00
South Brenda,2/18/2019,41.32,9773070000000.00
Lake Omar,4/15/2019,45.64,3815900000000.00
Lewisland,1/30/2019,46.7,9374530000000.00
Nicolechester,1/22/2019,32.03,8085250000000.00
Lake Scott,1/11/2019,23.44,8557670000000.00
Davidfurt,2/5/2019,27.55,6574880000000.00
Port Shane,4/18/2019,12.05,1546790000000.00
Bethanyland,3/14/2019,44.31,578530000000.00
South Teresa,3/8/2019,42.68,6551180000000.00
Josephside,4/12/2019,37.37,2632690000000.00
Myersshire,4/17/2019,20.51,4670050000000.00
Victoriaport,2/6/2019,45.86,6844390000000.00
Brandonfort,1/30/2019,17.5,6477220000000.00
Bethanyland,3/15/2019,39.66,9766440000000.00
East Marymouth,3/5/2019,25.44,7451160000000.00
North Jeffrey,3/19/2019,31.16,2458740000000.00
